STUDENTS
726.249,915.339
594.324,515.358
975.149,661.561
528.652,788.493
74.1007,329.85
583.744,30.9722
928.593,19.7524
779.372,336.045
342.526,414.82
907.313,651.48
570.63,7.82814
286.952,729.566
702.4,452.956
223.708,872.067
717.45,885.457
336.358,671.428
605.524,66.6561
768.242,826.867
144.854,2.38443
493.874,97.0056
692.356,625.061
754.976,461.797
777.466,751.587
976.268,177.96
449.552,835.422
576.174,399.789
791.795,492.01
542.455,739.295
125.137,128.952
765.725,442.397
208.265,887.774
339.419,838.125
924.272,798.028
316.842,499.603
135.156,454.274
546.674,881.657
725.993,346.433
954.439,597.731
180.123,349.867
760.963,513.926
852.648,359.704
764.392,203.856
460.112,219.918
395.438,140.39
734.808,585.342
841.075,767.294
989.629,913.984
923.147,875.353
790.475,889.78
353.935,367.211
73.4021,818.776
678.054,674.759
678.85,306.172
537.438,300.074
794.452,831.393
545.504,85.6484
208.469,156.636
300.054,295.086
252.274,340.818
363.171,572.462
SELECTED_STOPS
714.286,500
857.143,785.714
214.286,285.714
357.143,785.714
428.571,142.857
785.714,142.857
214.286,500
0,0
0,642.857
357.143,857.143
785.714,500
UNSELECTED_STOPS
0,71.4286
0,142.857
0,214.286
0,285.714
0,357.143
0,428.571
0,500
0,571.429
0,714.286
0,785.714
0,857.143
0,928.571
0,1000
71.4286,0
71.4286,71.4286
71.4286,142.857
71.4286,214.286
71.4286,285.714
71.4286,357.143
71.4286,428.571
71.4286,500
71.4286,571.429
71.4286,642.857
71.4286,714.286
71.4286,785.714
71.4286,857.143
71.4286,928.571
71.4286,1000
142.857,0
142.857,71.4286
142.857,142.857
142.857,214.286
142.857,285.714
142.857,357.143
142.857,428.571
142.857,500
142.857,571.429
142.857,642.857
142.857,714.286
142.857,785.714
142.857,857.143
142.857,928.571
142.857,1000
214.286,0
214.286,71.4286
214.286,142.857
214.286,214.286
214.286,357.143
214.286,428.571
214.286,571.429
214.286,642.857
214.286,714.286
214.286,785.714
214.286,857.143
214.286,928.571
214.286,1000
285.714,0
285.714,71.4286
285.714,142.857
285.714,214.286
285.714,285.714
285.714,357.143
285.714,428.571
285.714,500
285.714,571.429
285.714,642.857
285.714,714.286
285.714,785.714
285.714,857.143
285.714,928.571
285.714,1000
357.143,0
357.143,71.4286
357.143,142.857
357.143,214.286
357.143,285.714
357.143,357.143
357.143,428.571
357.143,500
357.143,571.429
357.143,642.857
357.143,714.286
357.143,928.571
357.143,1000
428.571,0
428.571,71.4286
428.571,214.286
428.571,285.714
428.571,357.143
428.571,428.571
428.571,500
428.571,571.429
428.571,642.857
428.571,714.286
428.571,785.714
428.571,857.143
428.571,928.571
428.571,1000
500,0
500,71.4286
500,142.857
500,214.286
500,285.714
500,357.143
500,428.571
500,500
500,571.429
500,642.857
500,714.286
500,785.714
500,857.143
500,928.571
500,1000
571.429,0
571.429,71.4286
571.429,142.857
571.429,214.286
571.429,285.714
571.429,357.143
571.429,428.571
571.429,500
571.429,571.429
571.429,642.857
571.429,714.286
571.429,785.714
571.429,857.143
571.429,928.571
571.429,1000
642.857,0
642.857,71.4286
642.857,142.857
642.857,214.286
642.857,285.714
642.857,357.143
642.857,428.571
642.857,500
642.857,571.429
642.857,642.857
642.857,714.286
642.857,785.714
642.857,857.143
642.857,928.571
642.857,1000
714.286,0
714.286,71.4286
714.286,142.857
714.286,214.286
714.286,285.714
714.286,357.143
714.286,428.571
714.286,571.429
714.286,642.857
714.286,714.286
714.286,785.714
714.286,857.143
714.286,928.571
714.286,1000
785.714,0
785.714,71.4286
785.714,214.286
785.714,285.714
785.714,357.143
785.714,428.571
785.714,571.429
785.714,642.857
785.714,714.286
785.714,785.714
785.714,857.143
785.714,928.571
785.714,1000
857.143,0
857.143,71.4286
857.143,142.857
857.143,214.286
857.143,285.714
857.143,357.143
857.143,428.571
857.143,500
857.143,571.429
857.143,642.857
857.143,714.286
857.143,857.143
857.143,928.571
857.143,1000
928.571,0
928.571,71.4286
928.571,142.857
928.571,214.286
928.571,285.714
928.571,357.143
928.571,428.571
928.571,500
928.571,571.429
928.571,642.857
928.571,714.286
928.571,785.714
928.571,857.143
928.571,928.571
928.571,1000
1000,0
1000,71.4286
1000,142.857
1000,214.286
1000,285.714
1000,357.143
1000,428.571
1000,500
1000,571.429
1000,642.857
1000,714.286
1000,785.714
1000,857.143
1000,928.571
1000,1000
